question_id,question_text,topic_ids,topic_names,subfields,degree
60d8d4069fcf3585d4545618,What's the biggest risk you've taken in your career?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Industrial and Organizational Psychology,Social Psychology",
60d8d4069fcf35e59854561a,What is the most dangerous thing you've done on the job?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Industrial and Organizational Psychology,Health Psychology",
60d8d4069fcf352c2b54562e,How do you decompress or de-stress at home?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Health Psychology,Social Psychology",
60d8d4069fcf35669d545630,Is there anything new you are learning for fun?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Educational/School Psychology,Developmental Psychology",
60d8d4069fcf354415545631,What do you plan to do when you retire?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Developmental Psychology,Social Psychology",
60d8d4069fcf35709d545635,"Who gave you the best advice, and what was that piece of advice?",35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Social Psychology,Educational/School Psychology",
60d8d4069fcf356232545638,In what ways would your career have benefited from better advice?,35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Developmental Psychology,Educational/School Psychology",
60d8d4069fcf352a80545641,What gives you a sense of purpose?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Social Psychology,Developmental Psychology",
60d8d4069fcf35a2e1545646,What has been your greatest success?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35003e545651,What classes should I take?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,Educational/School Psychology,
60d8d4069fcf35a3e0545655,What clubs or organizations should I join?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Social Psychology",
60d8d4069fcf35a9eb545652,How should I choose my major?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Developmental Psychology",
60d8d4069fcf3571f9545661,How can I make myself competitive for jobs?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Industrial and Organizational Psychology,Educational/School Psychology",
60d8d4069fcf355d9754566a,What should you do when you don't get along with your mentor?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Counseling Psychology,Social Psychology",
60d8d4069fcf35bded54566c,How can I work smarter?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Industrial and Organizational Psychology,Health Psychology",
60d8d4069fcf35f1f9545670,How diverse is the field you work in?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf3593e9545673,What is the organizational culture like at your workplace?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Industrial and Organizational Psychology,Social Psychology",
60d8d4069fcf3566c454567a,How do I stand up for people facing discrimination?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Counseling Psychology",
60d8d4069fcf35561354567f,What advice do you have for students or trainees from a marginalized background?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Educational/School Psychology,Counseling Psychology",
60d8d4069fcf3549af545680,What is your advice for dealing with the feeling that you don't belong?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Counseling Psychology",
60d8d4069fcf35798c54565a,How do you make friends in college?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Educational/School Psychology",
60d8d4069fcf35864a545658,How can I find internships?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35627454565c,How do I stand out?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf352d1e54565e,How can I write a strong resume?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,Industrial and Organizational Psychology,
60d8d4069fcf35e1f854565f,When should I start looking for jobs?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,Industrial and Organizational Psychology,
60d8d4069fcf35427f545663,What advice do you have for job interviews?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Industrial and Organizational Psychology,Social Psychology",
60d8d4069fcf351529545664,How important are extracurriculars in helping you get a job or go to graduate school?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Industrial and Organizational Psychology",
60d8d4069fcf3515db54566b,How can I increase my confidence?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Health Psychology,Social Psychology",
60d8d4069fcf350d6c545674,How is your employer supporting diversity in your workplace?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Industrial and Organizational Psychology,Social Psychology",
60d8d4069fcf350364545676,How conservative is your workplace?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35a5c7545678,Why are there so few minority professors or professors of color?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Educational/School Psychology,Social Psychology",
60f0982e97902da72f6eed18,Why is it called COVID-19?,,,Health Psychology,
610d782651b55380ddf725fb,Where did you go to school?,,,Educational/School Psychology,
614bf89865f5ee46043251c6,What are my responsibilities as an RA?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
614bf8bc65f5ee04393252d8,What are my responsibilities as an RA?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
60f87485414594c5fe7f9ba2,What kind of fish are eaten the most in the US?,"f564ebca-15f8-4811-81e8-06c4cf78ecd3, 8e2ad87f-78c5-4e31-a5f7-691c168bc82b, e3600d37-11ac-4fa5-9330-14611a77de18","Ingredients, Techniques, Cooking Gear",Social Psychology,
617b4219c64b18610f900e73,What was India like?,,,Social Psychology,
618b3446fcf04b532269ca81,This is a test questions that should appear in the list.,,,Educational/School Psychology,
610c471d737d3493807d34e3,What are the full set of things I should do if I have PTSD?,,,"Clinical Psychology,Health Psychology",
617b41d6c64b181b839005e3,What was Alaska like?,,,Social Psychology,
62a761cb401ea2ef6aa27c8f,How did you learn about the SMART Scholarship Program?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea25287a27da2,How many years of service do you owe in exchange for getting a SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea24fa1a27da3,What did you owe back in exchange for your SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea24fe8a27da8,Can you tell us more about your application process when you applied for the SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea2683ca27da6,How did you decide where you would work after completing the SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,"Educational/School Psychology,Industrial and Organizational Psychology",
62a76275401ea20517a27da5,Who can apply for the SMART Scholarship Program?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea202bca27da7,What is the application and selection process like for the SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea24eb5a27daa,What are your top three tips for applicants to the SMART Scholarship Program?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,"Educational/School Psychology,Counseling Psychology",
62a76275401ea2c1f1a27da1,What is the SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea2f5e5a27dab,"If I don't get the SMART Scholarship, should I re-apply?",9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,"Educational/School Psychology,Counseling Psychology",
62a76275401ea2a383a27dac,Can a government civilian apply for SMART?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea21c63a27da4,What did the SMART Scholarship cover?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,Educational/School Psychology,
62a76275401ea258d0a27da9,How would I distinguish my application when applying for the SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,"Educational/School Psychology,Industrial and Organizational Psychology",
62a7a1db401ea2e26fa2932d,What were the greatest benefits you gained from the SMART Scholarship?,9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,"Educational/School Psychology,Industrial and Organizational Psychology",
62a7a1db401ea296f9a2932e,"What, if anything, did you find challenging about being on the SMART Scholarship?",9b74e953-a596-4049-98f6-9a935ffc8fca,SMART,"Educational/School Psychology,Health Psychology",
62b5426d6ce7d700092b4113,Should I work at a startup?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b5427e6ce7d700092b4265,What are some differences between working at a startup versus an established company?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43b9,What programming languages should I learn?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43ba,Can I get a good job with only a Bachelor's degree in Computer Science?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Industrial and Organizational Psychology",
62b543c56ce7d700092b43bb,What are the different software engineering levels?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43bd,What is Big Tech?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43bc,Can I pursue a career in computer science that does not involve coding?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43c0,How do I land a software engineering interview?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43c1,How should I prepare for a technical interview?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43c3,Do I have to be good at algorithms in order to get a job?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Industrial and Organizational Psychology",
62b543c56ce7d700092b43c5,What is data science?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Quantitative Psychology",
62b543c56ce7d700092b43bf,What are some projects I can work on in Computer Science?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43be,How do I build a portfolio in Computer Science?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Industrial and Organizational Psychology",
62b543c56ce7d700092b43c7,What are some key assets or qualities you look for when hiring coders?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43c8,What electives are the most important for me to take as a student studying Computer Science?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43c2,What kind of questions will be asked in a technical interview?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
62b543c56ce7d700092b43c4,What is machine learning (ML) and artificial intelligence (AI)?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Quantitative Psychology",
62b543c56ce7d700092b43c6,What is object-oriented programming?,8f086f1e-66b9-4ebf-b134-0f2cd7cd0c98,Computer Science,"Educational/School Psychology,Human Factors and Engineering Psychology",
614993b2a8bc838230c159ed,What is your name?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,Social Psychology,
61499bb0a8bc8333bac1629e,How old are you now?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,Social Psychology,
61499bb0a8bc83bfd4c1629d,What year were you born?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,Social Psychology,
61499cfba8bc8301dbc16761,When did you start working with the Navy?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Industrial and Organizational Psychology,Social Psychology",
61499cfba8bc832184c1675c,Tell me about your childhood.,7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Developmental Psychology,Social Psychology",
61499cfba8bc834becc1675b,Where did you grow up?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,Social Psychology,
61499cfba8bc835ce0c16763,What is your current position now?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Industrial and Organizational Psychology,Social Psychology",
61499cfba8bc8383d8c1675f,What kind of student were you?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Educational/School Psychology,Developmental Psychology",
61499cfba8bc83be59c16760,What was your home life like?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Developmental Psychology,Social Psychology",
61499cfba8bc83d04ac1675d,Tell me about your family growing up.,7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Developmental Psychology,Social Psychology",
61499cfba8bc83f516c1675e,"When you were a kid, what did you want to be when you grew up?",7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Developmental Psychology,Social Psychology",
61499cfba8bc83f921c16762,Are you currently serving in the military?,7855e53f-5708-4691-bf56-043f62e488b9,Biography,"Industrial and Organizational Psychology,Social Psychology",
6149a00aa8bc830737c169e5,Where do you see yourself in 5 years? 10?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Developmental Psychology,Industrial and Organizational Psychology",
6149a00aa8bc831bedc169d5,How do you spend most of your time at work?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc83311fc169d9,What kinds of decisions do you make in your career on a daily basis?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
6149a00aa8bc833749c169da,What kinds of problems do you deal with?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Industrial and Organizational Psychology,Human Factors and Engineering Psychology",
6149a00aa8bc8337fac169e0,What gets romanticized about your career field that really isn't that great?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc833e85c169d4,What was your first major leadership role?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Industrial and Organizational Psychology,Social Psychology",
6149a00aa8bc83551ec169df,Why do you love your job?,89cddffe-4221-438d-8d32-e082e30c52f8,Motivation,"Industrial and Organizational Psychology,Social Psychology",
6149a00aa8bc835b73c169d6,Describe the work you did on a typical day.,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc836089c169d8,How many hours do you work in a typical week?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc83650bc169dd,What are the major negatives of doing this kind of work?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc837d4dc169e4,"Where did you have to move in your career, and how did that change things each time?",3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Industrial and Organizational Psychology,Social Psychology",
6149a00aa8bc837e5ac169d7,Describe the physical environments in which you've worked.,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc8390b0c169e3,How did your work day change over your career?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Industrial and Organizational Psychology,Developmental Psychology",
6149a00aa8bc839740c169db,What is a story that really shows what it is like working in your job?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Industrial and Organizational Psychology,Social Psychology",
6149a00aa8bc83a081c169dc,What are the major benefits of doing this kind of work?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc83a1abc169e2,What do you do now that is different from what you thought you would be doing?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,"Developmental Psychology,Social Psychology",
6149a00aa8bc83cebcc169de,How much travel do you do in a year?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a00aa8bc83f775c169e1,What are some of the common misconceptions about your field?,3151ea56-97f1-491a-9074-5e0fc94d7a1d,Job Overview,Industrial and Organizational Psychology,
6149a2c0a8bc83199dc16c87,What was the coolest thing you did in the Navy?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,"Social Psychology,Industrial and Organizational Psychology",
6149a2c0a8bc832262c16c86,What is your least favorite food?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc832c94c16c7f,What's your favorite book of all time? Why?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc8331d2c16c82,What person do you most admire and why?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc8337bbc16c7a,What's up?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc834c50c16c7d,Where are you?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc8352efc16c81,"If you could meet anyone in the world today, who would it be and why? What would you say to that person?",5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc836724c16c7e,What is your favorite color?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc837020c16c85,What is your favorite food?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc83721dc16c7b,How is the weather?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc837cc6c16c88,What is the best military perk you experienced?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,"Social Psychology,Industrial and Organizational Psychology",
6149a2c0a8bc838bcec16c7c,How are you?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc838ec3c16c80,What's your favorite movie of all time? Why?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc839aacc16c84,Tell me a funny story.,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a2c0a8bc83e676c16c83,Where were you born?,5469d8d5-4427-478a-9754-0bd3ac66af8e,General Interest,Social Psychology,
6149a443a8bc83079fc16f3d,How do you set the tone as a leader? What is the right tone?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc8329a2c16f4c,How you can lead honorably?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc832affc16f3b,What makes a good leader?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc832ca8c16f41,How do I balance being close with my team versus fraternizing?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc833172c16f45,How has your view of this line of work changed over time?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Developmental Psychology,Industrial and Organizational Psychology",
6149a443a8bc833798c16f3c,What are the most important first steps in a new leadership position?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc834169c16f48,What is one question you wished you asked earlier?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Developmental Psychology,Educational/School Psychology",
6149a443a8bc83636dc16f4b,"You are having a conflict in the first few days in your unit, Is that normal or no ?",bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc836fd7c16f40,How much leadership should you take charge of versus delegating it down to a junior person?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc8373e8c16f3e,"What are the most common mistakes you've seen new leaders make? (e.g., skipping steps)",bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Educational/School Psychology",
6149a443a8bc837b6bc16f49,"As a leader, how much more will I know about the overall goals of the work I am doing?",bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc838093c16f44,What does it take to really make a change in a team?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Social Psychology",
6149a443a8bc839bd9c16f4a,What was the most difficult part of your training?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Educational/School Psychology,Industrial and Organizational Psychology",
6149a443a8bc83b25dc16f4d,"What are some good resources to look at before starting (books, videos, classes)?",bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Educational/School Psychology,Industrial and Organizational Psychology",
6149a443a8bc83b2eac16f46,What priorities would you recommend for a person entering this field?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Educational/School Psychology",
6149a443a8bc83b687c16f42,What are the main things that a new leader must learn and adjust to?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Educational/School Psychology",
6149a443a8bc83bd2ac16f43,How have your priorities changed as your career progresses?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Developmental Psychology,Industrial and Organizational Psychology",
6149a443a8bc83d95bc16f3f,"What problems need to be rooted out early, or you'll have trouble fixing them later?",bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Industrial and Organizational Psychology,Educational/School Psychology",
6149a443a8bc83fdc1c16f47,What skills do you wish you had mastered before entering your profession?,bb6de413-6fe8-4e6f-9c56-084645152b1d,First Priorities,"Educational/School Psychology,Industrial and Organizational Psychology",
6149a648a8bc83057cc17238,How do you get good feedback from supervisors who were unable or unwilling to give you feedback?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc830ebfc1723e,What makes the Navy different than other branches of the military?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc832133c17227,How you can lead by example? (what specific things do you do),3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc833891c17235,"What traits and experience, do you look for when interviewing new team members?",3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc8338acc1722b,What are good strategies to have the right kind of presence with my team?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc833ab5c17237,What would you advise a person in this field to get to know their bosses?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc833c7cc1723d,What is the difference between working in the public vs private sectors?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc833d6fc1722e,"How do I help my team prepare for a tough mission (e.g., inspection, long mission)?",3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc833f6bc1723f,Describe an experience that illuminates (Navy) culture,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc8345dbc17231,When is it a good idea to share personal stories or emotions with members of your team?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc834965c1722c,How do you and your work colleagues socialize outside of work?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc834a5dc1722d,How should your relationship be with your subordinates ? (close vs. far),3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc835ac7c17234,How should you reward your sailors for good performance?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc835f67c17230,What kinds of people respond better to certain leadership strategies?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc8361e5c1723c,How is it different to manage military people vs. civilians in the military?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc83639fc17228,What are some tips to earn the trust of my team?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc8367e3c17239,What encourages accountability?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc836de5c1723a,What are ways you can identify the strengths and limitations for each member of your team?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc83905ac1723b,What is the best way to develop ones' skills in working in and with teams?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Educational/School Psychology",
6149a648a8bc83ae86c17229,How do you connect more deeply with your team members?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc83d7c6c1722f,What kinds of people will I work with?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc83d856c1722a,"How do I build trust between different team members (e.g., new ones, ones with bad interactions)?",3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Social Psychology,Industrial and Organizational Psychology",
6149a648a8bc83e202c17233,How do I push my team to meet the standards? (if they are having trouble meeting them),3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc83f8a9c17232,What counseling skills are important?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Counseling Psychology,Industrial and Organizational Psychology",
6149a648a8bc83fdfbc17236,How should your relationship with you're the people in charge of you ?,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a648a8bc83fe12c17226,Describe your ideal team.,3a6f62c7-0d31-481e-9672-de47140458a3,Building Teams,"Industrial and Organizational Psychology,Social Psychology",
6149a9b2a8bc83022ac1786c,Tell me about a situation where your team and you had a major disagreement about how to handle something.,,,"Industrial and Organizational Psychology,Social Psychology",
6149a9b2a8bc830fb2c1785f,What do you need to know about yourself to lead a team?,,,"Industrial and Organizational Psychology,Social Psychology",
6149a9b2a8bc831a03c17869,When is breaking the rules okay?,,,"Social Psychology,Industrial and Organizational Psychology",
6149a9b2a8bc8323b1c17866,How should I handle people who can't meet their standards?,,,"Industrial and Organizational Psychology,Counseling Psychology",
6149a9b2a8bc83241ec17872,Why do people leave the Navy?,,,"Industrial and Organizational Psychology,Social Psychology",
